county,last_updated,cases,deaths,recovered,state,source
Davison,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
McCook,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
Brown,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
Lincoln,2020-03-26T19:54:00Z,2,0,0,South Dakota,csbs
Pennington,2020-03-26T19:54:00Z,1,1,0,South Dakota,csbs
Charles Mix,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Bon Homme,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Codington,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Hughes,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Lyman,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Brookings,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Meade,2020-03-26T19:54:00Z,1,0,0,South Dakota,csbs
Guam,2020-03-26T19:54:00Z,45,1,0,Guam,csbs
Rio Grande,2020-03-26T19:54:00Z,2,0,0,Colorado,csbs
Washington,2020-03-26T19:54:00Z,1,0,0,Colorado,csbs
Polk,2020-03-26T19:54:00Z,1,0,0,North Carolina,csbs
Meagher,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
Toole,2020-03-26T19:54:00Z,1,0,0,Montana,csbs
