state,state_name,geo_id,population,agegroup,pct_pop
PR,Puerto Rico,72,205289,Age 15 to 19 years,0.0526705097074924
PR,Puerto Rico,72,218348,Age 20 to 24 years,0.0560210262294207
PR,Puerto Rico,72,215642,Age 25 to 29 years,0.0553267542554305
PR,Puerto Rico,72,179107,Age 30 to 34 years,0.0459530563360913
PR,Puerto Rico,72,193463,Age 35 to 39 years,0.0496363410584133
PR,Puerto Rico,72,199040,Age 40 to 44 years,0.0510672186633443
PR,Puerto Rico,72,205928,Age 45 to 49 years,0.0528344564153193
PR,Puerto Rico,72,216303,Age 50 to 54 years,0.0554963454508509
PR,Puerto Rico,72,218120,Age 55 to 59 years,0.0559625288125435
PR,Puerto Rico,72,208138,Age 60 to 64 years,0.0534014708508398
PR,Puerto Rico,72,188840,Age 65 to 69 years,0.0484502289609422
PR,Puerto Rico,72,172973,Age 70 to 74 years,0.0443792705679997
PR,Puerto Rico,72,126496,Age 75 to 79 years,0.032454777391672
PR,Puerto Rico,72,86807,Age 80 to 84 years,0.0222718652055312
PR,Puerto Rico,72,86099,Age 85 years and older,0.0220902153320703
