state_name,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,week_yr,state
Massachusetts,2020,13,NA,5.51674,NA,NA,NA,NA,NA,NA,1429,67,25903,2020-03-22,2020-13,MA
Michigan,2020,13,NA,1.84477,NA,NA,NA,NA,NA,NA,111,74,6017,2020-03-22,2020-13,MI
Minnesota,2020,13,NA,3.02364,NA,NA,NA,NA,NA,NA,55,14,1819,2020-03-22,2020-13,MN
Mississippi,2020,13,NA,4.60403,NA,NA,NA,NA,NA,NA,418,36,9079,2020-03-22,2020-13,MS
Missouri,2020,13,NA,3.74593,NA,NA,NA,NA,NA,NA,23,12,614,2020-03-22,2020-13,MO
Montana,2020,13,NA,3.56859,NA,NA,NA,NA,NA,NA,269,39,7538,2020-03-22,2020-13,MT
Nebraska,2020,13,NA,3.32484,NA,NA,NA,NA,NA,NA,274,64,8241,2020-03-22,2020-13,NE
Nevada,2020,13,NA,1.72509,NA,NA,NA,NA,NA,NA,125,27,7246,2020-03-22,2020-13,NV
New Hampshire,2020,13,NA,0.573394,NA,NA,NA,NA,NA,NA,5,10,872,2020-03-22,2020-13,NH
New Jersey,2020,13,NA,16.1419,NA,NA,NA,NA,NA,NA,3348,36,20741,2020-03-22,2020-13,NJ
New Mexico,2020,13,NA,4.4443,NA,NA,NA,NA,NA,NA,663,43,14918,2020-03-22,2020-13,NM
New York,2020,13,NA,8.01533,NA,NA,NA,NA,NA,NA,2886,125,36006,2020-03-22,2020-13,NY
North Carolina,2020,13,NA,3.47877,NA,NA,NA,NA,NA,NA,2266,151,65138,2020-03-22,2020-13,NC
North Dakota,2020,13,NA,5.2459,NA,NA,NA,NA,NA,NA,128,10,2440,2020-03-22,2020-13,ND
Ohio,2020,13,NA,2.14934,NA,NA,NA,NA,NA,NA,116,36,5397,2020-03-22,2020-13,OH
Oklahoma,2020,13,NA,8.79651,NA,NA,NA,NA,NA,NA,383,23,4354,2020-03-22,2020-13,OK
Oregon,2020,13,NA,5.24078,NA,NA,NA,NA,NA,NA,1430,95,27286,2020-03-22,2020-13,OR
Pennsylvania,2020,13,NA,4.90773,NA,NA,NA,NA,NA,NA,1960,124,39937,2020-03-22,2020-13,PA
Rhode Island,2020,13,NA,0.404313,NA,NA,NA,NA,NA,NA,6,14,1484,2020-03-22,2020-13,RI
South Carolina,2020,13,NA,6.57346,NA,NA,NA,NA,NA,NA,489,24,7439,2020-03-22,2020-13,SC
South Dakota,2020,13,NA,1.77778,NA,NA,NA,NA,NA,NA,104,32,5850,2020-03-22,2020-13,SD
Tennessee,2020,13,NA,6.13872,NA,NA,NA,NA,NA,NA,1786,87,29094,2020-03-22,2020-13,TN
Texas,2020,13,NA,4.72139,NA,NA,NA,NA,NA,NA,727,101,15398,2020-03-22,2020-13,TX
Utah,2020,13,NA,3.71965,NA,NA,NA,NA,NA,NA,579,51,15566,2020-03-22,2020-13,UT
Vermont,2020,13,NA,4.79233,NA,NA,NA,NA,NA,NA,105,15,2191,2020-03-22,2020-13,VT
Virginia,2020,13,NA,4.60346,NA,NA,NA,NA,NA,NA,2850,161,61910,2020-03-22,2020-13,VA
Washington,2020,13,NA,4.04836,NA,NA,NA,NA,NA,NA,509,51,12573,2020-03-22,2020-13,WA
West Virginia,2020,13,NA,2.89442,NA,NA,NA,NA,NA,NA,193,40,6668,2020-03-22,2020-13,WV
Wisconsin,2020,13,NA,4.45276,NA,NA,NA,NA,NA,NA,666,37,14957,2020-03-22,2020-13,WI
Wyoming,2020,13,NA,3.4405,NA,NA,NA,NA,NA,NA,61,12,1773,2020-03-22,2020-13,WY
Commonwealth of the Northern Mariana Islands,2020,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-22,2020-13,NA
Puerto Rico,2020,13,NA,8.55148,NA,NA,NA,NA,NA,NA,98,7,1146,2020-03-22,2020-13,PR
Virgin Islands,2020,13,NA,0,NA,NA,NA,NA,NA,NA,0,1,223,2020-03-22,2020-13,VI
New York City,2020,13,NA,14.0904,NA,NA,NA,NA,NA,NA,9906,50,70303,2020-03-22,2020-13,NA
Alabama,2020,14,NA,3.23893,NA,NA,NA,NA,NA,NA,772,93,23835,2020-03-29,2020-14,AL
Alaska,2020,14,NA,0.897921,NA,NA,NA,NA,NA,NA,19,14,2116,2020-03-29,2020-14,AK
Arizona,2020,14,NA,3.11681,NA,NA,NA,NA,NA,NA,214,23,6866,2020-03-29,2020-14,AZ
Arkansas,2020,14,NA,0.858369,NA,NA,NA,NA,NA,NA,16,10,1864,2020-03-29,2020-14,AR
California,2020,14,NA,2.66339,NA,NA,NA,NA,NA,NA,661,82,24818,2020-03-29,2020-14,CA
Colorado,2020,14,NA,3.46778,NA,NA,NA,NA,NA,NA,472,62,13611,2020-03-29,2020-14,CO
Connecticut,2020,14,NA,6.34549,NA,NA,NA,NA,NA,NA,1246,74,19636,2020-03-29,2020-14,CT
Delaware,2020,14,NA,0.267023,NA,NA,NA,NA,NA,NA,2,7,749,2020-03-29,2020-14,DE
District of Columbia,2020,14,NA,4.43076,NA,NA,NA,NA,NA,NA,367,4,8283,2020-03-29,2020-14,DC
Florida,2020,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-29,2020-14,FL
Georgia,2020,14,NA,5.49867,NA,NA,NA,NA,NA,NA,2336,96,42483,2020-03-29,2020-14,GA
Hawaii,2020,14,NA,1.69067,NA,NA,NA,NA,NA,NA,27,21,1597,2020-03-29,2020-14,HI
Idaho,2020,14,NA,5.52826,NA,NA,NA,NA,NA,NA,45,6,814,2020-03-29,2020-14,ID
Illinois,2020,14,NA,4.01286,NA,NA,NA,NA,NA,NA,1710,181,42613,2020-03-29,2020-14,IL
Indiana,2020,14,NA,0.724638,NA,NA,NA,NA,NA,NA,12,23,1656,2020-03-29,2020-14,IN
Iowa,2020,14,NA,1.0568,NA,NA,NA,NA,NA,NA,16,15,1514,2020-03-29,2020-14,IA
Kansas,2020,14,NA,4.20363,NA,NA,NA,NA,NA,NA,327,25,7779,2020-03-29,2020-14,KS
Kentucky,2020,14,NA,1.73583,NA,NA,NA,NA,NA,NA,64,26,3687,2020-03-29,2020-14,KY
Louisiana,2020,14,NA,9.23905,NA,NA,NA,NA,NA,NA,2506,98,27124,2020-03-29,2020-14,LA
Maine,2020,14,NA,2.12877,NA,NA,NA,NA,NA,NA,163,49,7657,2020-03-29,2020-14,ME
Maryland,2020,14,NA,5.39384,NA,NA,NA,NA,NA,NA,1412,63,26178,2020-03-29,2020-14,MD
Massachusetts,2020,14,NA,5.18343,NA,NA,NA,NA,NA,NA,1225,68,23633,2020-03-29,2020-14,MA
Michigan,2020,14,NA,1.08944,NA,NA,NA,NA,NA,NA,100,76,9179,2020-03-29,2020-14,MI
Minnesota,2020,14,NA,1.74459,NA,NA,NA,NA,NA,NA,25,14,1433,2020-03-29,2020-14,MN
Mississippi,2020,14,NA,4.12019,NA,NA,NA,NA,NA,NA,314,35,7621,2020-03-29,2020-14,MS
Missouri,2020,14,NA,1.17302,NA,NA,NA,NA,NA,NA,8,12,682,2020-03-29,2020-14,MO
Montana,2020,14,NA,2.26566,NA,NA,NA,NA,NA,NA,153,39,6753,2020-03-29,2020-14,MT
Nebraska,2020,14,NA,2.49452,NA,NA,NA,NA,NA,NA,182,64,7296,2020-03-29,2020-14,NE
Nevada,2020,14,NA,1.96857,NA,NA,NA,NA,NA,NA,119,25,6045,2020-03-29,2020-14,NV
New Hampshire,2020,14,NA,0.598802,NA,NA,NA,NA,NA,NA,6,10,1002,2020-03-29,2020-14,NH
New Jersey,2020,14,NA,15.1087,NA,NA,NA,NA,NA,NA,2885,35,19095,2020-03-29,2020-14,NJ
New Mexico,2020,14,NA,2.9137,NA,NA,NA,NA,NA,NA,393,42,13488,2020-03-29,2020-14,NM
New York,2020,14,NA,7.11145,NA,NA,NA,NA,NA,NA,2361,126,33200,2020-03-29,2020-14,NY
North Carolina,2020,14,NA,2.19631,NA,NA,NA,NA,NA,NA,1228,148,55912,2020-03-29,2020-14,NC
North Dakota,2020,14,NA,3.07606,NA,NA,NA,NA,NA,NA,55,11,1788,2020-03-29,2020-14,ND
Ohio,2020,14,NA,1.74672,NA,NA,NA,NA,NA,NA,76,29,4351,2020-03-29,2020-14,OH
Oklahoma,2020,14,NA,7.76635,NA,NA,NA,NA,NA,NA,234,23,3013,2020-03-29,2020-14,OK
Oregon,2020,14,NA,3.60034,NA,NA,NA,NA,NA,NA,894,95,24831,2020-03-29,2020-14,OR
Pennsylvania,2020,14,NA,3.67279,NA,NA,NA,NA,NA,NA,1307,120,35586,2020-03-29,2020-14,PA
Rhode Island,2020,14,NA,0.0749064,NA,NA,NA,NA,NA,NA,1,13,1335,2020-03-29,2020-14,RI
South Carolina,2020,14,NA,4.371,NA,NA,NA,NA,NA,NA,287,24,6566,2020-03-29,2020-14,SC
South Dakota,2020,14,NA,1.55703,NA,NA,NA,NA,NA,NA,80,32,5138,2020-03-29,2020-14,SD
Tennessee,2020,14,NA,3.95298,NA,NA,NA,NA,NA,NA,982,80,24842,2020-03-29,2020-14,TN
Texas,2020,14,NA,3.38493,NA,NA,NA,NA,NA,NA,398,93,11758,2020-03-29,2020-14,TX
Utah,2020,14,NA,2.68283,NA,NA,NA,NA,NA,NA,394,51,14686,2020-03-29,2020-14,UT
Vermont,2020,14,NA,4.24045,NA,NA,NA,NA,NA,NA,91,15,2146,2020-03-29,2020-14,VT
Virginia,2020,14,NA,3.44162,NA,NA,NA,NA,NA,NA,1765,148,51284,2020-03-29,2020-14,VA
Washington,2020,14,NA,2.49734,NA,NA,NA,NA,NA,NA,282,50,11292,2020-03-29,2020-14,WA
West Virginia,2020,14,NA,2.14186,NA,NA,NA,NA,NA,NA,154,39,7190,2020-03-29,2020-14,WV
Wisconsin,2020,14,NA,3.43363,NA,NA,NA,NA,NA,NA,469,38,13659,2020-03-29,2020-14,WI
Wyoming,2020,14,NA,2.82282,NA,NA,NA,NA,NA,NA,47,13,1665,2020-03-29,2020-14,WY
Commonwealth of the Northern Mariana Islands,2020,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-29,2020-14,NA
Puerto Rico,2020,14,NA,7.87992,NA,NA,NA,NA,NA,NA,84,8,1066,2020-03-29,2020-14,PR
Virgin Islands,2020,14,NA,0.729927,NA,NA,NA,NA,NA,NA,2,2,274,2020-03-29,2020-14,VI
New York City,2020,14,NA,11.3272,NA,NA,NA,NA,NA,NA,7146,63,63087,2020-03-29,2020-14,NA
Alabama,2020,15,NA,2.30453,NA,NA,NA,NA,NA,NA,532,92,23085,2020-04-05,2020-15,AL
Alaska,2020,15,NA,3.51711,NA,NA,NA,NA,NA,NA,74,15,2104,2020-04-05,2020-15,AK
Arizona,2020,15,NA,2.13788,NA,NA,NA,NA,NA,NA,138,22,6455,2020-04-05,2020-15,AZ
Arkansas,2020,15,NA,1.02564,NA,NA,NA,NA,NA,NA,18,9,1755,2020-04-05,2020-15,AR
California,2020,15,NA,2.09426,NA,NA,NA,NA,NA,NA,491,82,23445,2020-04-05,2020-15,CA
Colorado,2020,15,NA,2.3645,NA,NA,NA,NA,NA,NA,325,63,13745,2020-04-05,2020-15,CO
Connecticut,2020,15,NA,4.76815,NA,NA,NA,NA,NA,NA,873,73,18309,2020-04-05,2020-15,CT
Delaware,2020,15,NA,0,NA,NA,NA,NA,NA,NA,0,7,603,2020-04-05,2020-15,DE
District of Columbia,2020,15,NA,4.11457,NA,NA,NA,NA,NA,NA,362,4,8798,2020-04-05,2020-15,DC
Florida,2020,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-05,2020-15,FL
Georgia,2020,15,NA,4.25204,NA,NA,NA,NA,NA,NA,1712,94,40263,2020-04-05,2020-15,GA
Hawaii,2020,15,NA,1.24264,NA,NA,NA,NA,NA,NA,19,21,1529,2020-04-05,2020-15,HI
Idaho,2020,15,NA,2.68456,NA,NA,NA,NA,NA,NA,20,6,745,2020-04-05,2020-15,ID
Illinois,2020,15,NA,2.85784,NA,NA,NA,NA,NA,NA,1290,185,45139,2020-04-05,2020-15,IL
Indiana,2020,15,NA,0.546448,NA,NA,NA,NA,NA,NA,8,21,1464,2020-04-05,2020-15,IN
Iowa,2020,15,NA,0.677966,NA,NA,NA,NA,NA,NA,12,14,1770,2020-04-05,2020-15,IA
Kansas,2020,15,NA,2.43015,NA,NA,NA,NA,NA,NA,167,26,6872,2020-04-05,2020-15,KS
Kentucky,2020,15,NA,0.672646,NA,NA,NA,NA,NA,NA,21,23,3122,2020-04-05,2020-15,KY
Louisiana,2020,15,NA,6.22304,NA,NA,NA,NA,NA,NA,1616,98,25968,2020-04-05,2020-15,LA
Maine,2020,15,NA,1.01293,NA,NA,NA,NA,NA,NA,76,49,7503,2020-04-05,2020-15,ME
Maryland,2020,15,NA,4.66884,NA,NA,NA,NA,NA,NA,1173,63,25124,2020-04-05,2020-15,MD
Massachusetts,2020,15,NA,4.33264,NA,NA,NA,NA,NA,NA,1017,66,23473,2020-04-05,2020-15,MA
Michigan,2020,15,NA,1.08334,NA,NA,NA,NA,NA,NA,101,73,9323,2020-04-05,2020-15,MI
Minnesota,2020,15,NA,1.95409,NA,NA,NA,NA,NA,NA,63,17,3224,2020-04-05,2020-15,MN
Mississippi,2020,15,NA,2.60323,NA,NA,NA,NA,NA,NA,174,34,6684,2020-04-05,2020-15,MS
Missouri,2020,15,NA,0.913242,NA,NA,NA,NA,NA,NA,4,11,438,2020-04-05,2020-15,MO
Montana,2020,15,NA,1.55979,NA,NA,NA,NA,NA,NA,90,38,5770,2020-04-05,2020-15,MT
Nebraska,2020,15,NA,2.35877,NA,NA,NA,NA,NA,NA,162,63,6868,2020-04-05,2020-15,NE
Nevada,2020,15,NA,1.59852,NA,NA,NA,NA,NA,NA,95,26,5943,2020-04-05,2020-15,NV
New Hampshire,2020,15,NA,0.41841,NA,NA,NA,NA,NA,NA,4,10,956,2020-04-05,2020-15,NH
New Jersey,2020,15,NA,12.1585,NA,NA,NA,NA,NA,NA,2034,35,16729,2020-04-05,2020-15,NJ
New Mexico,2020,15,NA,2.10575,NA,NA,NA,NA,NA,NA,272,43,12917,2020-04-05,2020-15,NM
New York,2020,15,NA,4.77007,NA,NA,NA,NA,NA,NA,1447,125,30335,2020-04-05,2020-15,NY
North Carolina,2020,15,NA,1.62003,NA,NA,NA,NA,NA,NA,880,149,54320,2020-04-05,2020-15,NC
North Dakota,2020,15,NA,1.10906,NA,NA,NA,NA,NA,NA,24,11,2164,2020-04-05,2020-15,ND
Ohio,2020,15,NA,1.01189,NA,NA,NA,NA,NA,NA,63,36,6226,2020-04-05,2020-15,OH
Oklahoma,2020,15,NA,3.87903,NA,NA,NA,NA,NA,NA,118,22,3042,2020-04-05,2020-15,OK
Oregon,2020,15,NA,2.52212,NA,NA,NA,NA,NA,NA,627,93,24860,2020-04-05,2020-15,OR
Pennsylvania,2020,15,NA,2.73676,NA,NA,NA,NA,NA,NA,947,121,34603,2020-04-05,2020-15,PA
Rhode Island,2020,15,NA,0,NA,NA,NA,NA,NA,NA,0,12,1358,2020-04-05,2020-15,RI
South Carolina,2020,15,NA,4.59473,NA,NA,NA,NA,NA,NA,284,24,6181,2020-04-05,2020-15,SC
South Dakota,2020,15,NA,0.759144,NA,NA,NA,NA,NA,NA,33,31,4347,2020-04-05,2020-15,SD
Tennessee,2020,15,NA,2.75189,NA,NA,NA,NA,NA,NA,623,79,22639,2020-04-05,2020-15,TN
Texas,2020,15,NA,2.84282,NA,NA,NA,NA,NA,NA,329,99,11573,2020-04-05,2020-15,TX
Utah,2020,15,NA,2.40205,NA,NA,NA,NA,NA,NA,328,51,13655,2020-04-05,2020-15,UT
Vermont,2020,15,NA,2.83651,NA,NA,NA,NA,NA,NA,55,14,1939,2020-04-05,2020-15,VT
Virginia,2020,15,NA,2.8799,NA,NA,NA,NA,NA,NA,1381,141,47953,2020-04-05,2020-15,VA
Washington,2020,15,NA,1.60349,NA,NA,NA,NA,NA,NA,184,50,11475,2020-04-05,2020-15,WA
West Virginia,2020,15,NA,0.548275,NA,NA,NA,NA,NA,NA,41,38,7478,2020-04-05,2020-15,WV
Wisconsin,2020,15,NA,3.21211,NA,NA,NA,NA,NA,NA,416,38,12951,2020-04-05,2020-15,WI
Wyoming,2020,15,NA,2.9316,NA,NA,NA,NA,NA,NA,27,11,921,2020-04-05,2020-15,WY
Commonwealth of the Northern Mariana Islands,2020,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-05,2020-15,NA
Puerto Rico,2020,15,NA,7.23861,NA,NA,NA,NA,NA,NA,81,8,1119,2020-04-05,2020-15,PR
Virgin Islands,2020,15,NA,0.961538,NA,NA,NA,NA,NA,NA,2,1,208,2020-04-05,2020-15,VI
New York City,2020,15,NA,7.60593,NA,NA,NA,NA,NA,NA,3949,68,51920,2020-04-05,2020-15,NA
Alabama,2020,16,NA,2.0676,NA,NA,NA,NA,NA,NA,460,92,22248,2020-04-12,2020-16,AL
Alaska,2020,16,NA,1.32181,NA,NA,NA,NA,NA,NA,26,14,1967,2020-04-12,2020-16,AK
Arizona,2020,16,NA,1.78738,NA,NA,NA,NA,NA,NA,115,22,6434,2020-04-12,2020-16,AZ
Arkansas,2020,16,NA,0.499376,NA,NA,NA,NA,NA,NA,8,9,1602,2020-04-12,2020-16,AR
California,2020,16,NA,1.45107,NA,NA,NA,NA,NA,NA,374,84,25774,2020-04-12,2020-16,CA
Colorado,2020,16,NA,1.62182,NA,NA,NA,NA,NA,NA,217,58,13380,2020-04-12,2020-16,CO
Connecticut,2020,16,NA,4.66215,NA,NA,NA,NA,NA,NA,888,80,19047,2020-04-12,2020-16,CT
Delaware,2020,16,NA,0,NA,NA,NA,NA,NA,NA,0,6,446,2020-04-12,2020-16,DE
District of Columbia,2020,16,NA,3.93013,NA,NA,NA,NA,NA,NA,351,5,8931,2020-04-12,2020-16,DC
Florida,2020,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-12,2020-16,FL
Georgia,2020,16,NA,3.09811,NA,NA,NA,NA,NA,NA,1271,94,41025,2020-04-12,2020-16,GA
Hawaii,2020,16,NA,0.725514,NA,NA,NA,NA,NA,NA,12,22,1654,2020-04-12,2020-16,HI
Idaho,2020,16,NA,4.6798,NA,NA,NA,NA,NA,NA,38,7,812,2020-04-12,2020-16,ID
Illinois,2020,16,NA,2.41302,NA,NA,NA,NA,NA,NA,1082,184,44840,2020-04-12,2020-16,IL
Indiana,2020,16,NA,0.365186,NA,NA,NA,NA,NA,NA,6,20,1643,2020-04-12,2020-16,IN
Iowa,2020,16,NA,0.353982,NA,NA,NA,NA,NA,NA,8,13,2260,2020-04-12,2020-16,IA
Kansas,2020,16,NA,1.77262,NA,NA,NA,NA,NA,NA,116,26,6544,2020-04-12,2020-16,KS
Kentucky,2020,16,NA,0.184114,NA,NA,NA,NA,NA,NA,7,23,3802,2020-04-12,2020-16,KY
Louisiana,2020,16,NA,4.57203,NA,NA,NA,NA,NA,NA,1134,97,24803,2020-04-12,2020-16,LA
Maine,2020,16,NA,0.921994,NA,NA,NA,NA,NA,NA,76,49,8243,2020-04-12,2020-16,ME
Maryland,2020,16,NA,3.71282,NA,NA,NA,NA,NA,NA,935,71,25183,2020-04-12,2020-16,MD
Massachusetts,2020,16,NA,3.76692,NA,NA,NA,NA,NA,NA,874,67,23202,2020-04-12,2020-16,MA
Michigan,2020,16,NA,0.677933,NA,NA,NA,NA,NA,NA,69,73,10178,2020-04-12,2020-16,MI
Minnesota,2020,16,NA,1.42124,NA,NA,NA,NA,NA,NA,36,17,2533,2020-04-12,2020-16,MN
Mississippi,2020,16,NA,2.22992,NA,NA,NA,NA,NA,NA,161,36,7220,2020-04-12,2020-16,MS
Missouri,2020,16,NA,0.995025,NA,NA,NA,NA,NA,NA,4,10,402,2020-04-12,2020-16,MO
Montana,2020,16,NA,1.12757,NA,NA,NA,NA,NA,NA,67,37,5942,2020-04-12,2020-16,MT
Nebraska,2020,16,NA,1.83852,NA,NA,NA,NA,NA,NA,120,62,6527,2020-04-12,2020-16,NE
Nevada,2020,16,NA,1.40381,NA,NA,NA,NA,NA,NA,81,26,5770,2020-04-12,2020-16,NV
New Hampshire,2020,16,NA,0.513347,NA,NA,NA,NA,NA,NA,5,10,974,2020-04-12,2020-16,NH
New Jersey,2020,16,NA,8.08933,NA,NA,NA,NA,NA,NA,1246,35,15403,2020-04-12,2020-16,NJ
New Mexico,2020,16,NA,1.99779,NA,NA,NA,NA,NA,NA,253,43,12664,2020-04-12,2020-16,NM
New York,2020,16,NA,3.31191,NA,NA,NA,NA,NA,NA,943,125,28473,2020-04-12,2020-16,NY
North Carolina,2020,16,NA,1.27844,NA,NA,NA,NA,NA,NA,685,140,53581,2020-04-12,2020-16,NC
North Dakota,2020,16,NA,1.33268,NA,NA,NA,NA,NA,NA,27,10,2026,2020-04-12,2020-16,ND
Ohio,2020,16,NA,0.882613,NA,NA,NA,NA,NA,NA,60,33,6798,2020-04-12,2020-16,OH
Oklahoma,2020,16,NA,3.09419,NA,NA,NA,NA,NA,NA,91,24,2941,2020-04-12,2020-16,OK
Oregon,2020,16,NA,1.61213,NA,NA,NA,NA,NA,NA,406,95,25184,2020-04-12,2020-16,OR
Pennsylvania,2020,16,NA,2.03678,NA,NA,NA,NA,NA,NA,711,121,34908,2020-04-12,2020-16,PA
Rhode Island,2020,16,NA,0,NA,NA,NA,NA,NA,NA,0,11,1277,2020-04-12,2020-16,RI
South Carolina,2020,16,NA,2.84895,NA,NA,NA,NA,NA,NA,169,24,5932,2020-04-12,2020-16,SC
South Dakota,2020,16,NA,0.581745,NA,NA,NA,NA,NA,NA,29,30,4985,2020-04-12,2020-16,SD
Tennessee,2020,16,NA,1.89844,NA,NA,NA,NA,NA,NA,406,75,21386,2020-04-12,2020-16,TN
Texas,2020,16,NA,2.07682,NA,NA,NA,NA,NA,NA,226,94,10882,2020-04-12,2020-16,TX
Utah,2020,16,NA,1.34286,NA,NA,NA,NA,NA,NA,203,51,15117,2020-04-12,2020-16,UT
Vermont,2020,16,NA,1.97239,NA,NA,NA,NA,NA,NA,40,14,2028,2020-04-12,2020-16,VT
Virginia,2020,16,NA,2.59453,NA,NA,NA,NA,NA,NA,1150,131,44324,2020-04-12,2020-16,VA
Washington,2020,16,NA,1.19829,NA,NA,NA,NA,NA,NA,137,48,11433,2020-04-12,2020-16,WA
West Virginia,2020,16,NA,0.376749,NA,NA,NA,NA,NA,NA,28,37,7432,2020-04-12,2020-16,WV
Wisconsin,2020,16,NA,3.1339,NA,NA,NA,NA,NA,NA,407,38,12987,2020-04-12,2020-16,WI
Wyoming,2020,16,NA,0.748363,NA,NA,NA,NA,NA,NA,8,10,1069,2020-04-12,2020-16,WY
Commonwealth of the Northern Mariana Islands,2020,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-12,2020-16,NA
Puerto Rico,2020,16,NA,4.89381,NA,NA,NA,NA,NA,NA,53,8,1083,2020-04-12,2020-16,PR
Virgin Islands,2020,16,NA,0.425532,NA,NA,NA,NA,NA,NA,1,2,235,2020-04-12,2020-16,VI
New York City,2020,16,NA,4.87564,NA,NA,NA,NA,NA,NA,2223,69,45594,2020-04-12,2020-16,NA
Alabama,2020,17,NA,1.48028,NA,NA,NA,NA,NA,NA,346,92,23374,2020-04-19,2020-17,AL
Alaska,2020,17,NA,1.11272,NA,NA,NA,NA,NA,NA,23,13,2067,2020-04-19,2020-17,AK
Arizona,2020,17,NA,1.86674,NA,NA,NA,NA,NA,NA,130,23,6964,2020-04-19,2020-17,AZ
Arkansas,2020,17,NA,0.2849,NA,NA,NA,NA,NA,NA,4,7,1404,2020-04-19,2020-17,AR
California,2020,17,NA,1.2197,NA,NA,NA,NA,NA,NA,323,80,26482,2020-04-19,2020-17,CA
Colorado,2020,17,NA,1.28205,NA,NA,NA,NA,NA,NA,192,60,14976,2020-04-19,2020-17,CO
Connecticut,2020,17,NA,2.64777,NA,NA,NA,NA,NA,NA,469,70,17713,2020-04-19,2020-17,CT
Delaware,2020,17,NA,0.111607,NA,NA,NA,NA,NA,NA,1,6,896,2020-04-19,2020-17,DE
District of Columbia,2020,17,NA,3.67495,NA,NA,NA,NA,NA,NA,355,4,9660,2020-04-19,2020-17,DC
Florida,2020,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-04-19,2020-17,FL
Georgia,2020,17,NA,2.38044,NA,NA,NA,NA,NA,NA,990,91,41589,2020-04-19,2020-17,GA
Hawaii,2020,17,NA,0.499064,NA,NA,NA,NA,NA,NA,8,20,1603,2020-04-19,2020-17,HI
Idaho,2020,17,NA,4.97573,NA,NA,NA,NA,NA,NA,41,6,824,2020-04-19,2020-17,ID
Illinois,2020,17,NA,2.03672,NA,NA,NA,NA,NA,NA,995,184,48853,2020-04-19,2020-17,IL
Indiana,2020,17,NA,0.35461,NA,NA,NA,NA,NA,NA,6,21,1692,2020-04-19,2020-17,IN
Iowa,2020,17,NA,0.772672,NA,NA,NA,NA,NA,NA,19,13,2459,2020-04-19,2020-17,IA
Kansas,2020,17,NA,1.8788,NA,NA,NA,NA,NA,NA,133,26,7079,2020-04-19,2020-17,KS
Kentucky,2020,17,NA,0.187032,NA,NA,NA,NA,NA,NA,6,17,3208,2020-04-19,2020-17,KY
Louisiana,2020,17,NA,3.96249,NA,NA,NA,NA,NA,NA,1048,97,26448,2020-04-19,2020-17,LA
Maine,2020,17,NA,0.685174,NA,NA,NA,NA,NA,NA,58,48,8465,2020-04-19,2020-17,ME
Maryland,2020,17,NA,3.7903,NA,NA,NA,NA,NA,NA,971,70,25618,2020-04-19,2020-17,MD
Massachusetts,2020,17,NA,2.93739,NA,NA,NA,NA,NA,NA,731,65,24886,2020-04-19,2020-17,MA
Michigan,2020,17,NA,0.637035,NA,NA,NA,NA,NA,NA,88,68,13814,2020-04-19,2020-17,MI
Minnesota,2020,17,NA,2.2468,NA,NA,NA,NA,NA,NA,65,16,2893,2020-04-19,2020-17,MN
Mississippi,2020,17,NA,2.25576,NA,NA,NA,NA,NA,NA,145,30,6428,2020-04-19,2020-17,MS
Missouri,2020,17,NA,0.277778,NA,NA,NA,NA,NA,NA,1,9,360,2020-04-19,2020-17,MO
Montana,2020,17,NA,1.00751,NA,NA,NA,NA,NA,NA,51,35,5062,2020-04-19,2020-17,MT
Nebraska,2020,17,NA,1.28822,NA,NA,NA,NA,NA,NA,91,63,7064,2020-04-19,2020-17,NE
Nevada,2020,17,NA,0.986263,NA,NA,NA,NA,NA,NA,56,23,5678,2020-04-19,2020-17,NV
New Hampshire,2020,17,NA,0.10395,NA,NA,NA,NA,NA,NA,1,10,962,2020-04-19,2020-17,NH
New Jersey,2020,17,NA,5.28155,NA,NA,NA,NA,NA,NA,801,33,15166,2020-04-19,2020-17,NJ
New Mexico,2020,17,NA,1.51944,NA,NA,NA,NA,NA,NA,204,41,13426,2020-04-19,2020-17,NM
New York,2020,17,NA,2.01821,NA,NA,NA,NA,NA,NA,583,122,28887,2020-04-19,2020-17,NY
North Carolina,2020,17,NA,1.24521,NA,NA,NA,NA,NA,NA,709,140,56938,2020-04-19,2020-17,NC
North Dakota,2020,17,NA,1.02724,NA,NA,NA,NA,NA,NA,23,10,2239,2020-04-19,2020-17,ND
Ohio,2020,17,NA,1.35453,NA,NA,NA,NA,NA,NA,92,32,6792,2020-04-19,2020-17,OH
Oklahoma,2020,17,NA,3.18269,NA,NA,NA,NA,NA,NA,100,23,3142,2020-04-19,2020-17,OK
