state_name,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,week_yr,state
Kentucky,2019,48,NA,3.04802,NA,NA,NA,NA,NA,NA,344,44,11286,2019-11-24,2019-48,KY
Louisiana,2019,48,NA,9.93103,NA,NA,NA,NA,NA,NA,5342,101,53791,2019-11-24,2019-48,LA
Maine,2019,48,NA,1.19228,NA,NA,NA,NA,NA,NA,157,55,13168,2019-11-24,2019-48,ME
Maryland,2019,48,NA,2.8248,NA,NA,NA,NA,NA,NA,1300,73,46021,2019-11-24,2019-48,MD
Massachusetts,2019,48,NA,1.91389,NA,NA,NA,NA,NA,NA,961,76,50212,2019-11-24,2019-48,MA
Michigan,2019,48,NA,1.21021,NA,NA,NA,NA,NA,NA,273,83,22558,2019-11-24,2019-48,MI
Minnesota,2019,48,NA,4.05946,NA,NA,NA,NA,NA,NA,213,20,5247,2019-11-24,2019-48,MN
Mississippi,2019,48,NA,7.3034,NA,NA,NA,NA,NA,NA,1251,44,17129,2019-11-24,2019-48,MS
Missouri,2019,48,NA,0.695652,NA,NA,NA,NA,NA,NA,8,14,1150,2019-11-24,2019-48,MO
Montana,2019,48,NA,1.42826,NA,NA,NA,NA,NA,NA,130,42,9102,2019-11-24,2019-48,MT
Nebraska,2019,48,NA,5.18686,NA,NA,NA,NA,NA,NA,619,65,11934,2019-11-24,2019-48,NE
Nevada,2019,48,NA,3.63079,NA,NA,NA,NA,NA,NA,391,33,10769,2019-11-24,2019-48,NV
New Hampshire,2019,48,NA,0.677966,NA,NA,NA,NA,NA,NA,10,14,1475,2019-11-24,2019-48,NH
New Jersey,2019,48,NA,3.9026,NA,NA,NA,NA,NA,NA,1154,40,29570,2019-11-24,2019-48,NJ
New Mexico,2019,48,NA,3.35036,NA,NA,NA,NA,NA,NA,656,51,19580,2019-11-24,2019-48,NM
New York,2019,48,NA,1.97264,NA,NA,NA,NA,NA,NA,998,135,50592,2019-11-24,2019-48,NY
North Carolina,2019,48,NA,1.85556,NA,NA,NA,NA,NA,NA,1705,161,91886,2019-11-24,2019-48,NC
North Dakota,2019,48,NA,2.97824,NA,NA,NA,NA,NA,NA,78,13,2619,2019-11-24,2019-48,ND
Ohio,2019,48,NA,1.0144,NA,NA,NA,NA,NA,NA,155,49,15280,2019-11-24,2019-48,OH
Oklahoma,2019,48,NA,3.80488,NA,NA,NA,NA,NA,NA,312,27,8200,2019-11-24,2019-48,OK
Oregon,2019,48,NA,2.07423,NA,NA,NA,NA,NA,NA,812,99,39147,2019-11-24,2019-48,OR
Pennsylvania,2019,48,NA,1.7945,NA,NA,NA,NA,NA,NA,795,126,44302,2019-11-24,2019-48,PA
Rhode Island,2019,48,NA,0.684095,NA,NA,NA,NA,NA,NA,28,23,4093,2019-11-24,2019-48,RI
South Carolina,2019,48,NA,4.59937,NA,NA,NA,NA,NA,NA,508,25,11045,2019-11-24,2019-48,SC
South Dakota,2019,48,NA,1.55816,NA,NA,NA,NA,NA,NA,146,32,9370,2019-11-24,2019-48,SD
Tennessee,2019,48,NA,5.24653,NA,NA,NA,NA,NA,NA,2092,87,39874,2019-11-24,2019-48,TN
Texas,2019,48,NA,7.33775,NA,NA,NA,NA,NA,NA,1783,117,24299,2019-11-24,2019-48,TX
Utah,2019,48,NA,3.8,NA,NA,NA,NA,NA,NA,608,51,16000,2019-11-24,2019-48,UT
Vermont,2019,48,NA,1.37931,NA,NA,NA,NA,NA,NA,54,17,3915,2019-11-24,2019-48,VT
Virginia,2019,48,NA,3.41112,NA,NA,NA,NA,NA,NA,3413,159,100055,2019-11-24,2019-48,VA
Washington,2019,48,NA,3.56457,NA,NA,NA,NA,NA,NA,427,58,11979,2019-11-24,2019-48,WA
West Virginia,2019,48,NA,1.21075,NA,NA,NA,NA,NA,NA,123,51,10159,2019-11-24,2019-48,WV
Wisconsin,2019,48,NA,1.73486,NA,NA,NA,NA,NA,NA,410,48,23633,2019-11-24,2019-48,WI
Wyoming,2019,48,NA,0.951132,NA,NA,NA,NA,NA,NA,29,20,3049,2019-11-24,2019-48,WY
Commonwealth of the Northern Mariana Islands,2019,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-24,2019-48,NA
Puerto Rico,2019,48,NA,6.47349,NA,NA,NA,NA,NA,NA,315,12,4866,2019-11-24,2019-48,PR
Virgin Islands,2019,48,NA,1.15942,NA,NA,NA,NA,NA,NA,8,2,690,2019-11-24,2019-48,VI
New York City,2019,48,NA,3.12113,NA,NA,NA,NA,NA,NA,2895,76,92755,2019-11-24,2019-48,NA
Alabama,2019,49,NA,5.05257,NA,NA,NA,NA,NA,NA,2441,96,48312,2019-12-01,2019-49,AL
Alaska,2019,49,NA,2.44837,NA,NA,NA,NA,NA,NA,115,18,4697,2019-12-01,2019-49,AK
Arizona,2019,49,NA,3.03117,NA,NA,NA,NA,NA,NA,425,30,14021,2019-12-01,2019-49,AZ
Arkansas,2019,49,NA,3.39666,NA,NA,NA,NA,NA,NA,177,15,5211,2019-12-01,2019-49,AR
California,2019,49,NA,2.728,NA,NA,NA,NA,NA,NA,1696,124,62170,2019-12-01,2019-49,CA
Colorado,2019,49,NA,4.03004,NA,NA,NA,NA,NA,NA,1465,70,36352,2019-12-01,2019-49,CO
Connecticut,2019,49,NA,2.60224,NA,NA,NA,NA,NA,NA,1041,79,40004,2019-12-01,2019-49,CT
Delaware,2019,49,NA,0.353607,NA,NA,NA,NA,NA,NA,5,7,1414,2019-12-01,2019-49,DE
District of Columbia,2019,49,NA,1.56758,NA,NA,NA,NA,NA,NA,193,4,12312,2019-12-01,2019-49,DC
Florida,2019,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-01,2019-49,FL
Georgia,2019,49,NA,5.17043,NA,NA,NA,NA,NA,NA,4273,97,82643,2019-12-01,2019-49,GA
Hawaii,2019,49,NA,3.31104,NA,NA,NA,NA,NA,NA,99,19,2990,2019-12-01,2019-49,HI
Idaho,2019,49,NA,1.11257,NA,NA,NA,NA,NA,NA,17,6,1528,2019-12-01,2019-49,ID
Illinois,2019,49,NA,2.58934,NA,NA,NA,NA,NA,NA,2291,192,88478,2019-12-01,2019-49,IL
Indiana,2019,49,NA,2.41353,NA,NA,NA,NA,NA,NA,127,26,5262,2019-12-01,2019-49,IN
Iowa,2019,49,NA,1.12523,NA,NA,NA,NA,NA,NA,85,20,7554,2019-12-01,2019-49,IA
Kansas,2019,49,NA,2.21101,NA,NA,NA,NA,NA,NA,320,32,14473,2019-12-01,2019-49,KS
Kentucky,2019,49,NA,3.62949,NA,NA,NA,NA,NA,NA,509,43,14024,2019-12-01,2019-49,KY
Louisiana,2019,49,NA,7.98018,NA,NA,NA,NA,NA,NA,4316,100,54084,2019-12-01,2019-49,LA
Maine,2019,49,NA,1.54994,NA,NA,NA,NA,NA,NA,216,55,13936,2019-12-01,2019-49,ME
Maryland,2019,49,NA,2.76588,NA,NA,NA,NA,NA,NA,1421,74,51376,2019-12-01,2019-49,MD
Massachusetts,2019,49,NA,1.88156,NA,NA,NA,NA,NA,NA,1086,77,57718,2019-12-01,2019-49,MA
Michigan,2019,49,NA,1.45859,NA,NA,NA,NA,NA,NA,404,84,27698,2019-12-01,2019-49,MI
Minnesota,2019,49,NA,3.52987,NA,NA,NA,NA,NA,NA,273,20,7734,2019-12-01,2019-49,MN
Mississippi,2019,49,NA,5.20234,NA,NA,NA,NA,NA,NA,995,46,19126,2019-12-01,2019-49,MS
Missouri,2019,49,NA,1.10531,NA,NA,NA,NA,NA,NA,36,14,3257,2019-12-01,2019-49,MO
Montana,2019,49,NA,1.21029,NA,NA,NA,NA,NA,NA,136,42,11237,2019-12-01,2019-49,MT
Nebraska,2019,49,NA,4.84591,NA,NA,NA,NA,NA,NA,651,67,13434,2019-12-01,2019-49,NE
Nevada,2019,49,NA,2.78099,NA,NA,NA,NA,NA,NA,337,31,12118,2019-12-01,2019-49,NV
New Hampshire,2019,49,NA,0.645161,NA,NA,NA,NA,NA,NA,13,14,2015,2019-12-01,2019-49,NH
New Jersey,2019,49,NA,3.79468,NA,NA,NA,NA,NA,NA,1225,40,32282,2019-12-01,2019-49,NJ
New Mexico,2019,49,NA,3.87798,NA,NA,NA,NA,NA,NA,956,51,24652,2019-12-01,2019-49,NM
New York,2019,49,NA,1.94173,NA,NA,NA,NA,NA,NA,1025,136,52788,2019-12-01,2019-49,NY
North Carolina,2019,49,NA,2.1417,NA,NA,NA,NA,NA,NA,2275,167,106224,2019-12-01,2019-49,NC
North Dakota,2019,49,NA,2.23377,NA,NA,NA,NA,NA,NA,86,14,3850,2019-12-01,2019-49,ND
Ohio,2019,49,NA,1.10549,NA,NA,NA,NA,NA,NA,223,51,20172,2019-12-01,2019-49,OH
Oklahoma,2019,49,NA,3.64786,NA,NA,NA,NA,NA,NA,375,28,10280,2019-12-01,2019-49,OK
Oregon,2019,49,NA,2.62113,NA,NA,NA,NA,NA,NA,1162,98,44332,2019-12-01,2019-49,OR
Pennsylvania,2019,49,NA,1.89246,NA,NA,NA,NA,NA,NA,913,117,48244,2019-12-01,2019-49,PA
Rhode Island,2019,49,NA,0.884189,NA,NA,NA,NA,NA,NA,51,23,5768,2019-12-01,2019-49,RI
South Carolina,2019,49,NA,4.93698,NA,NA,NA,NA,NA,NA,615,25,12457,2019-12-01,2019-49,SC
South Dakota,2019,49,NA,1.69157,NA,NA,NA,NA,NA,NA,197,32,11646,2019-12-01,2019-49,SD
Tennessee,2019,49,NA,5.53605,NA,NA,NA,NA,NA,NA,2491,89,44996,2019-12-01,2019-49,TN
Texas,2019,49,NA,6.09199,NA,NA,NA,NA,NA,NA,1894,110,31090,2019-12-01,2019-49,TX
Utah,2019,49,NA,2.46927,NA,NA,NA,NA,NA,NA,448,51,18143,2019-12-01,2019-49,UT
Vermont,2019,49,NA,1.31819,NA,NA,NA,NA,NA,NA,65,16,4931,2019-12-01,2019-49,VT
Virginia,2019,49,NA,3.53075,NA,NA,NA,NA,NA,NA,3717,161,105275,2019-12-01,2019-49,VA
Washington,2019,49,NA,4.35343,NA,NA,NA,NA,NA,NA,980,58,22511,2019-12-01,2019-49,WA
West Virginia,2019,49,NA,1.25597,NA,NA,NA,NA,NA,NA,213,51,16959,2019-12-01,2019-49,WV
Wisconsin,2019,49,NA,2.03612,NA,NA,NA,NA,NA,NA,557,47,27356,2019-12-01,2019-49,WI
Wyoming,2019,49,NA,1.45289,NA,NA,NA,NA,NA,NA,70,21,4818,2019-12-01,2019-49,WY
Commonwealth of the Northern Mariana Islands,2019,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-01,2019-49,NA
Puerto Rico,2019,49,NA,5.1406,NA,NA,NA,NA,NA,NA,234,11,4552,2019-12-01,2019-49,PR
Virgin Islands,2019,49,NA,1.02639,NA,NA,NA,NA,NA,NA,7,2,682,2019-12-01,2019-49,VI
New York City,2019,49,NA,3.39352,NA,NA,NA,NA,NA,NA,3496,75,103020,2019-12-01,2019-49,NA
Alabama,2019,50,NA,5.58684,NA,NA,NA,NA,NA,NA,2728,97,48829,2019-12-08,2019-50,AL
Alaska,2019,50,NA,3.09021,NA,NA,NA,NA,NA,NA,161,18,5210,2019-12-08,2019-50,AK
Arizona,2019,50,NA,2.97857,NA,NA,NA,NA,NA,NA,417,30,14000,2019-12-08,2019-50,AZ
Arkansas,2019,50,NA,4.79982,NA,NA,NA,NA,NA,NA,217,14,4521,2019-12-08,2019-50,AR
California,2019,50,NA,2.77847,NA,NA,NA,NA,NA,NA,1678,121,60393,2019-12-08,2019-50,CA
Colorado,2019,50,NA,4.62243,NA,NA,NA,NA,NA,NA,1635,70,35371,2019-12-08,2019-50,CO
Connecticut,2019,50,NA,2.68605,NA,NA,NA,NA,NA,NA,1094,79,40729,2019-12-08,2019-50,CT
Delaware,2019,50,NA,0.507614,NA,NA,NA,NA,NA,NA,7,7,1379,2019-12-08,2019-50,DE
District of Columbia,2019,50,NA,3.20978,NA,NA,NA,NA,NA,NA,478,5,14892,2019-12-08,2019-50,DC
Florida,2019,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-08,2019-50,FL
Georgia,2019,50,NA,6.62774,NA,NA,NA,NA,NA,NA,5585,100,84267,2019-12-08,2019-50,GA
Hawaii,2019,50,NA,3,NA,NA,NA,NA,NA,NA,84,18,2800,2019-12-08,2019-50,HI
Idaho,2019,50,NA,1.64908,NA,NA,NA,NA,NA,NA,25,8,1516,2019-12-08,2019-50,ID
Illinois,2019,50,NA,3.17586,NA,NA,NA,NA,NA,NA,2603,188,81962,2019-12-08,2019-50,IL
Indiana,2019,50,NA,2.94056,NA,NA,NA,NA,NA,NA,141,26,4795,2019-12-08,2019-50,IN
Iowa,2019,50,NA,1.2512,NA,NA,NA,NA,NA,NA,91,21,7273,2019-12-08,2019-50,IA
Kansas,2019,50,NA,3.3247,NA,NA,NA,NA,NA,NA,475,32,14287,2019-12-08,2019-50,KS
Kentucky,2019,50,NA,5.2698,NA,NA,NA,NA,NA,NA,668,43,12676,2019-12-08,2019-50,KY
Louisiana,2019,50,NA,7.41994,NA,NA,NA,NA,NA,NA,3707,95,49960,2019-12-08,2019-50,LA
Maine,2019,50,NA,1.69492,NA,NA,NA,NA,NA,NA,255,55,15045,2019-12-08,2019-50,ME
Maryland,2019,50,NA,3.41846,NA,NA,NA,NA,NA,NA,1684,73,49262,2019-12-08,2019-50,MD
Massachusetts,2019,50,NA,1.78126,NA,NA,NA,NA,NA,NA,1099,77,61698,2019-12-08,2019-50,MA
Michigan,2019,50,NA,1.71431,NA,NA,NA,NA,NA,NA,436,83,25433,2019-12-08,2019-50,MI
Minnesota,2019,50,NA,3.53594,NA,NA,NA,NA,NA,NA,242,19,6844,2019-12-08,2019-50,MN
Mississippi,2019,50,NA,5.78381,NA,NA,NA,NA,NA,NA,1022,44,17670,2019-12-08,2019-50,MS
Missouri,2019,50,NA,1.01124,NA,NA,NA,NA,NA,NA,27,14,2670,2019-12-08,2019-50,MO
Montana,2019,50,NA,1.31013,NA,NA,NA,NA,NA,NA,140,41,10686,2019-12-08,2019-50,MT
Nebraska,2019,50,NA,5.74106,NA,NA,NA,NA,NA,NA,772,66,13447,2019-12-08,2019-50,NE
Nevada,2019,50,NA,2.43408,NA,NA,NA,NA,NA,NA,288,33,11832,2019-12-08,2019-50,NV
New Hampshire,2019,50,NA,1.14521,NA,NA,NA,NA,NA,NA,25,13,2183,2019-12-08,2019-50,NH
New Jersey,2019,50,NA,3.89477,NA,NA,NA,NA,NA,NA,1285,41,32993,2019-12-08,2019-50,NJ
New Mexico,2019,50,NA,4.97083,NA,NA,NA,NA,NA,NA,1227,50,24684,2019-12-08,2019-50,NM
New York,2019,50,NA,2.28183,NA,NA,NA,NA,NA,NA,1328,136,58199,2019-12-08,2019-50,NY
North Carolina,2019,50,NA,2.37158,NA,NA,NA,NA,NA,NA,2488,163,104909,2019-12-08,2019-50,NC
North Dakota,2019,50,NA,3.84914,NA,NA,NA,NA,NA,NA,99,11,2572,2019-12-08,2019-50,ND
Ohio,2019,50,NA,1.37638,NA,NA,NA,NA,NA,NA,269,51,19544,2019-12-08,2019-50,OH
Oklahoma,2019,50,NA,4.12587,NA,NA,NA,NA,NA,NA,375,26,9089,2019-12-08,2019-50,OK
Oregon,2019,50,NA,3.57619,NA,NA,NA,NA,NA,NA,1608,99,44964,2019-12-08,2019-50,OR
Pennsylvania,2019,50,NA,2.12233,NA,NA,NA,NA,NA,NA,1067,125,50275,2019-12-08,2019-50,PA
Rhode Island,2019,50,NA,1.38131,NA,NA,NA,NA,NA,NA,81,23,5864,2019-12-08,2019-50,RI
South Carolina,2019,50,NA,5.92551,NA,NA,NA,NA,NA,NA,735,25,12404,2019-12-08,2019-50,SC
South Dakota,2019,50,NA,1.66225,NA,NA,NA,NA,NA,NA,182,32,10949,2019-12-08,2019-50,SD
Tennessee,2019,50,NA,6.97474,NA,NA,NA,NA,NA,NA,2999,88,42998,2019-12-08,2019-50,TN
Texas,2019,50,NA,8.66833,NA,NA,NA,NA,NA,NA,2124,98,24503,2019-12-08,2019-50,TX
Utah,2019,50,NA,3.37131,NA,NA,NA,NA,NA,NA,654,51,19399,2019-12-08,2019-50,UT
Vermont,2019,50,NA,1.54067,NA,NA,NA,NA,NA,NA,75,16,4868,2019-12-08,2019-50,VT
Virginia,2019,50,NA,4.60516,NA,NA,NA,NA,NA,NA,4933,160,107119,2019-12-08,2019-50,VA
Washington,2019,50,NA,5.7875,NA,NA,NA,NA,NA,NA,1328,55,22946,2019-12-08,2019-50,WA
West Virginia,2019,50,NA,1.18156,NA,NA,NA,NA,NA,NA,183,51,15488,2019-12-08,2019-50,WV
Wisconsin,2019,50,NA,2.12439,NA,NA,NA,NA,NA,NA,594,46,27961,2019-12-08,2019-50,WI
Wyoming,2019,50,NA,2.01407,NA,NA,NA,NA,NA,NA,83,19,4121,2019-12-08,2019-50,WY
Commonwealth of the Northern Mariana Islands,2019,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-08,2019-50,NA
Puerto Rico,2019,50,NA,7.33333,NA,NA,NA,NA,NA,NA,253,9,3450,2019-12-08,2019-50,PR
Virgin Islands,2019,50,NA,2.57802,NA,NA,NA,NA,NA,NA,19,2,737,2019-12-08,2019-50,VI
New York City,2019,50,NA,4.12511,NA,NA,NA,NA,NA,NA,4260,72,103270,2019-12-08,2019-50,NA
Alabama,2019,51,NA,7.0398,NA,NA,NA,NA,NA,NA,3401,99,48311,2019-12-15,2019-51,AL
Alaska,2019,51,NA,8.38721,NA,NA,NA,NA,NA,NA,467,17,5568,2019-12-15,2019-51,AK
Arizona,2019,51,NA,3.29437,NA,NA,NA,NA,NA,NA,434,30,13174,2019-12-15,2019-51,AZ
Arkansas,2019,51,NA,4.89784,NA,NA,NA,NA,NA,NA,175,13,3573,2019-12-15,2019-51,AR
California,2019,51,NA,3.24682,NA,NA,NA,NA,NA,NA,1854,123,57102,2019-12-15,2019-51,CA
Colorado,2019,51,NA,5.35557,NA,NA,NA,NA,NA,NA,1943,70,36280,2019-12-15,2019-51,CO
Connecticut,2019,51,NA,3.46694,NA,NA,NA,NA,NA,NA,1377,82,39718,2019-12-15,2019-51,CT
Delaware,2019,51,NA,1.32353,NA,NA,NA,NA,NA,NA,18,7,1360,2019-12-15,2019-51,DE
District of Columbia,2019,51,NA,4.49323,NA,NA,NA,NA,NA,NA,700,5,15579,2019-12-15,2019-51,DC
Florida,2019,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-15,2019-51,FL
Georgia,2019,51,NA,9.52441,NA,NA,NA,NA,NA,NA,8335,97,87512,2019-12-15,2019-51,GA
Hawaii,2019,51,NA,3.06499,NA,NA,NA,NA,NA,NA,83,17,2708,2019-12-15,2019-51,HI
Idaho,2019,51,NA,2.14815,NA,NA,NA,NA,NA,NA,29,7,1350,2019-12-15,2019-51,ID
Illinois,2019,51,NA,3.81055,NA,NA,NA,NA,NA,NA,3157,191,82849,2019-12-15,2019-51,IL
Indiana,2019,51,NA,3.96671,NA,NA,NA,NA,NA,NA,143,26,3605,2019-12-15,2019-51,IN
Iowa,2019,51,NA,1.53752,NA,NA,NA,NA,NA,NA,100,20,6504,2019-12-15,2019-51,IA
Kansas,2019,51,NA,4.83238,NA,NA,NA,NA,NA,NA,653,32,13513,2019-12-15,2019-51,KS
Kentucky,2019,51,NA,6.33296,NA,NA,NA,NA,NA,NA,687,35,10848,2019-12-15,2019-51,KY
Louisiana,2019,51,NA,7.54562,NA,NA,NA,NA,NA,NA,3684,96,48823,2019-12-15,2019-51,LA
Maine,2019,51,NA,2.17614,NA,NA,NA,NA,NA,NA,318,55,14613,2019-12-15,2019-51,ME
Maryland,2019,51,NA,4.425,NA,NA,NA,NA,NA,NA,2306,72,52113,2019-12-15,2019-51,MD
Massachusetts,2019,51,NA,2.35203,NA,NA,NA,NA,NA,NA,1371,74,58290,2019-12-15,2019-51,MA
Michigan,2019,51,NA,2.38456,NA,NA,NA,NA,NA,NA,457,81,19165,2019-12-15,2019-51,MI
Minnesota,2019,51,NA,5.65083,NA,NA,NA,NA,NA,NA,402,20,7114,2019-12-15,2019-51,MN
Mississippi,2019,51,NA,7.14992,NA,NA,NA,NA,NA,NA,1230,44,17203,2019-12-15,2019-51,MS
Missouri,2019,51,NA,1.52812,NA,NA,NA,NA,NA,NA,25,14,1636,2019-12-15,2019-51,MO
Montana,2019,51,NA,1.59242,NA,NA,NA,NA,NA,NA,158,40,9922,2019-12-15,2019-51,MT
Nebraska,2019,51,NA,6.15027,NA,NA,NA,NA,NA,NA,821,66,13349,2019-12-15,2019-51,NE
Nevada,2019,51,NA,2.17492,NA,NA,NA,NA,NA,NA,234,29,10759,2019-12-15,2019-51,NV
New Hampshire,2019,51,NA,1.48248,NA,NA,NA,NA,NA,NA,33,14,2226,2019-12-15,2019-51,NH
New Jersey,2019,51,NA,4.70145,NA,NA,NA,NA,NA,NA,1474,39,31352,2019-12-15,2019-51,NJ
New Mexico,2019,51,NA,7.11326,NA,NA,NA,NA,NA,NA,1631,48,22929,2019-12-15,2019-51,NM
New York,2019,51,NA,3.35442,NA,NA,NA,NA,NA,NA,1898,135,56582,2019-12-15,2019-51,NY
North Carolina,2019,51,NA,3.20369,NA,NA,NA,NA,NA,NA,3350,163,104567,2019-12-15,2019-51,NC
North Dakota,2019,51,NA,6.80272,NA,NA,NA,NA,NA,NA,240,10,3528,2019-12-15,2019-51,ND
Ohio,2019,51,NA,1.79909,NA,NA,NA,NA,NA,NA,281,49,15619,2019-12-15,2019-51,OH
Oklahoma,2019,51,NA,6.50605,NA,NA,NA,NA,NA,NA,586,26,9007,2019-12-15,2019-51,OK
Oregon,2019,51,NA,4.5531,NA,NA,NA,NA,NA,NA,2030,97,44585,2019-12-15,2019-51,OR
Pennsylvania,2019,51,NA,2.71242,NA,NA,NA,NA,NA,NA,1282,124,47264,2019-12-15,2019-51,PA
Rhode Island,2019,51,NA,2.01597,NA,NA,NA,NA,NA,NA,101,21,5010,2019-12-15,2019-51,RI
South Carolina,2019,51,NA,7.95509,NA,NA,NA,NA,NA,NA,836,24,10509,2019-12-15,2019-51,SC
South Dakota,2019,51,NA,2.14892,NA,NA,NA,NA,NA,NA,243,30,11308,2019-12-15,2019-51,SD
Tennessee,2019,51,NA,10.1336,NA,NA,NA,NA,NA,NA,4285,76,42285,2019-12-15,2019-51,TN
Texas,2019,51,NA,11.7639,NA,NA,NA,NA,NA,NA,2605,93,22144,2019-12-15,2019-51,TX
Utah,2019,51,NA,4.15254,NA,NA,NA,NA,NA,NA,833,51,20060,2019-12-15,2019-51,UT
Vermont,2019,51,NA,2.02293,NA,NA,NA,NA,NA,NA,90,16,4449,2019-12-15,2019-51,VT
Virginia,2019,51,NA,5.86618,NA,NA,NA,NA,NA,NA,6424,163,109509,2019-12-15,2019-51,VA
Washington,2019,51,NA,7.00911,NA,NA,NA,NA,NA,NA,1516,55,21629,2019-12-15,2019-51,WA
West Virginia,2019,51,NA,2.71626,NA,NA,NA,NA,NA,NA,417,50,15352,2019-12-15,2019-51,WV
Wisconsin,2019,51,NA,3.24052,NA,NA,NA,NA,NA,NA,874,49,26971,2019-12-15,2019-51,WI
Wyoming,2019,51,NA,2.28828,NA,NA,NA,NA,NA,NA,117,22,5113,2019-12-15,2019-51,WY
Commonwealth of the Northern Mariana Islands,2019,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-15,2019-51,NA
Puerto Rico,2019,51,NA,9.63993,NA,NA,NA,NA,NA,NA,423,12,4388,2019-12-15,2019-51,PR
Virgin Islands,2019,51,NA,2.91971,NA,NA,NA,NA,NA,NA,24,3,822,2019-12-15,2019-51,VI
New York City,2019,51,NA,5.05717,NA,NA,NA,NA,NA,NA,5179,76,102409,2019-12-15,2019-51,NA
Alabama,2019,52,NA,8.72661,NA,NA,NA,NA,NA,NA,4240,99,48587,2019-12-22,2019-52,AL
Alaska,2019,52,NA,11.7221,NA,NA,NA,NA,NA,NA,631,17,5383,2019-12-22,2019-52,AK
Arizona,2019,52,NA,5.00811,NA,NA,NA,NA,NA,NA,463,29,9245,2019-12-22,2019-52,AZ
Arkansas,2019,52,NA,7.87338,NA,NA,NA,NA,NA,NA,194,13,2464,2019-12-22,2019-52,AR
California,2019,52,NA,4.71121,NA,NA,NA,NA,NA,NA,2040,123,43301,2019-12-22,2019-52,CA
Colorado,2019,52,NA,7.20011,NA,NA,NA,NA,NA,NA,2569,70,35680,2019-12-22,2019-52,CO
Connecticut,2019,52,NA,4.81715,NA,NA,NA,NA,NA,NA,2051,82,42577,2019-12-22,2019-52,CT
Delaware,2019,52,NA,4.06504,NA,NA,NA,NA,NA,NA,30,7,738,2019-12-22,2019-52,DE
District of Columbia,2019,52,NA,5.74943,NA,NA,NA,NA,NA,NA,603,5,10488,2019-12-22,2019-52,DC
Florida,2019,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,2019-52,FL
Georgia,2019,52,NA,12.2655,NA,NA,NA,NA,NA,NA,10623,99,86609,2019-12-22,2019-52,GA
Hawaii,2019,52,NA,3.95236,NA,NA,NA,NA,NA,NA,73,17,1847,2019-12-22,2019-52,HI
Idaho,2019,52,NA,2.43902,NA,NA,NA,NA,NA,NA,19,7,779,2019-12-22,2019-52,ID
Illinois,2019,52,NA,5.8033,NA,NA,NA,NA,NA,NA,4746,190,81781,2019-12-22,2019-52,IL
Indiana,2019,52,NA,6.19243,NA,NA,NA,NA,NA,NA,121,26,1954,2019-12-22,2019-52,IN
Iowa,2019,52,NA,4.64358,NA,NA,NA,NA,NA,NA,114,18,2455,2019-12-22,2019-52,IA
Kansas,2019,52,NA,6.77268,NA,NA,NA,NA,NA,NA,839,32,12388,2019-12-22,2019-52,KS
Kentucky,2019,52,NA,10.2944,NA,NA,NA,NA,NA,NA,1056,38,10258,2019-12-22,2019-52,KY
Louisiana,2019,52,NA,9.75634,NA,NA,NA,NA,NA,NA,4937,96,50603,2019-12-22,2019-52,LA
Maine,2019,52,NA,3.25605,NA,NA,NA,NA,NA,NA,448,55,13759,2019-12-22,2019-52,ME
Maryland,2019,52,NA,6.65804,NA,NA,NA,NA,NA,NA,3343,73,50210,2019-12-22,2019-52,MD
Massachusetts,2019,52,NA,3.58007,NA,NA,NA,NA,NA,NA,1819,76,50809,2019-12-22,2019-52,MA
Michigan,2019,52,NA,2.72163,NA,NA,NA,NA,NA,NA,373,80,13705,2019-12-22,2019-52,MI
Minnesota,2019,52,NA,9.71059,NA,NA,NA,NA,NA,NA,255,20,2626,2019-12-22,2019-52,MN
Mississippi,2019,52,NA,8.40525,NA,NA,NA,NA,NA,NA,1344,42,15990,2019-12-22,2019-52,MS
Missouri,2019,52,NA,4.10783,NA,NA,NA,NA,NA,NA,32,14,779,2019-12-22,2019-52,MO
Montana,2019,52,NA,2.28766,NA,NA,NA,NA,NA,NA,202,41,8830,2019-12-22,2019-52,MT
Nebraska,2019,52,NA,10.2772,NA,NA,NA,NA,NA,NA,1342,65,13058,2019-12-22,2019-52,NE
Nevada,2019,52,NA,2.13328,NA,NA,NA,NA,NA,NA,218,33,10219,2019-12-22,2019-52,NV
New Hampshire,2019,52,NA,2.9595,NA,NA,NA,NA,NA,NA,38,13,1284,2019-12-22,2019-52,NH
New Jersey,2019,52,NA,7.12834,NA,NA,NA,NA,NA,NA,2279,39,31971,2019-12-22,2019-52,NJ
New Mexico,2019,52,NA,11.6796,NA,NA,NA,NA,NA,NA,3084,48,26405,2019-12-22,2019-52,NM
